alpha	beta
212602339	401029214
212645875	282971084
212827907	314395574
213078172	225861836
213813707	415206698
213871928	312866762
213928556	453057710
213992980	178794662
214024238	223272662
214255127	419601146
214592365	242225258
214709173	329814860
214800589	262214960
214872550	213927476
214915244	114492344
215239546	113760698
215399377	118883768
215518369	388510214
215687179	308895314
215890087	122353934
215937368	411840788
215963668	519718694
215988569	171159224
215992747	561782912
216266119	210837506
216728233	420031328
216781613	572261882
216962317	404694554
218042999	313282724
218084486	438306800
218166646	542879258
218390995	403771532
218664515	341599784
218760952	144597974
219326207	481002008
219615890	381376238
219682436	209789780
219788173	138896978
219858074	129032042
219999442	333963482
220143080	445472978
220305305	585542930
220345942	413514968
221324866	223949462
221418802	242689658
221622704	540949316
221825326	239261216
221830973	277072376
222300548	536308754
222317846	355034372
222365252	220364114
222698923	347705762
222856268	362245550
222998320	549226814
223042531	230571752
223054216	248221274
223375660	227152400
223696981	530483918
223773430	560417270
224229610	112191314
224339429	440096414
224345632	182370326
224541254	585571208
224625745	314146274
224746847	323575952
224791838	281525666
224924750	334013756
225757849	311961614
226092851	173245766
226214833	307210370
226494763	175124210
226772624	599536760
226809008	352793696
227047375	202844642
227165636	297921542
227183218	403451960
227201819	599047736
227691490	234579794
227751125	121591760
227907193	190203476
228040592	405188924
228104159	150301310
228225316	118150718
228334823	560011658
228366934	368265200
228370828	122310716
228413506	255364178
228563224	207303530
228586976	136136102
229039649	142838546
229116319	603051800
229157017	263009102
229371965	491124326
229418759	320574704
230125907	177330740
230161061	150478358
230341915	299311286
230498963	570592580
230500664	335313230
230724817	557693888
230808257	185281574
230813266	459296888
231093560	394455056
231111478	136186988
231158056	523213826
231706415	131594882
232046795	366476558
232438120	390218486
232636091	429196478
232832185	320745236
232925927	472035488
233264555	457335140
233276498	455271188
233775386	199147352
233798369	246511670
233823019	268348604
233947123	284256482
234155920	488692706
234298619	482902250
234506464	474376334
234562622	242496752
234624620	454098704
234932348	247509122
235120892	120092990
235337227	577826474
235437808	353463638
235593598	564774908
235662497	267022328
235733036	419651204
235881932	417825734
236297041	286254428
236474396	550795316
236637566	418258328
236798630	317356574
237087110	574762460
237245897	314783690
237431726	477903686
237940852	131403290
238070047	134034368
238149763	533992784
238489706	489702812
238949182	295121354
239171474	603800582
239216512	338896688
239225674	122400122
239478196	535795124
239590634	531826142
239661862	264406280
239776225	260278556
240063601	166872128
240390169	367052126
240529760	399862310
240545896	449803184
240680315	343695794
240763697	250368458
241349461	192666344
241489201	291371108
241714561	130352468
241810228	553882226
241915397	258712934
242016214	401685116
242048491	554644976
242335324	149645714
242617487	253081688
242823418	383443502
242862700	465905102
242868203	290118848
243035920	139264592
243309298	178389230
243413737	241530152
243433445	222556676
243522968	605698790
243589760	510968012
243807212	264908462
243894236	239172890
244061330	309150968
244113166	437404208
244233401	363546572
244446632	592326860
244517072	312680588
244522253	134034170
245151572	256525988
245467510	558526010
245649680	518585846
245675422	315715154
245684497	166828532
245716822	151765322
245783030	210049790
245837101	282259058
246543650	453877376
246740647	308145092
246793081	133148876
246864782	313424654
246998200	336580322
247039687	485862152
247397753	384827306
247479572	455248994
247535458	203302976
247735309	398954624
247852946	505362740
248028185	503995460
248285999	541697648
248510950	201576614
248610454	338674784
248633654	374869004
249329587	503385224
249802099	410057078
249812609	226518962
250157263	529712690
250164226	581171450
250232554	142944872
250712531	243519404
250817431	262261670
251667838	614558282
251671988	593650058
251704427	372506432
251746391	473178758
252121660	374237834
252131522	453718958
252174550	580375526
252186638	138489314
252364751	215256020
252407870	580471520
252494464	416932628
252681089	240145772
252759854	576427262
252898504	252083840
253779485	598239140
253792640	408811442
253811831	524334956
254216365	241706012
254546951	387732578
254710754	286558088
254769014	284988470
255044968	212184896
255167582	513665852
255312785	373763318
255324091	453328394
255420520	130958330
255566504	382661348
255991114	348786122
255991835	279042170
256625632	538994174
256843750	227826212
256973255	187462634
257606014	595851044
257968666	491573768
258044207	438812132
258064790	481935092
258332324	419605628
259100731	163782014
259177694	569557166
259182410	154900148
259283065	411190286
259907390	589350614
259928942	237002378
260025890	567941558
260040529	560604812
260125066	353796998
260291486	215803850
260346488	584826080
260389493	471079526
260475323	246091964
260684912	491851238
260711996	157123886
260856910	135458114
260935366	178557530
261257285	439299626
261265181	236449076
261976714	515080310
261983372	289309586
262266946	133721348
262439650	298355432
262458148	248995706
262641695	155295644
262659835	509598104
263243411	432647942
263255392	323625830
263383297	374401346
263386843	158706014
263635244	341241818
264572491	578797808
265010294	589887860
265078466	436174556
265151900	208084856
265162640	223775060
265291039	183876206
265805818	587092622
265867798	512170646
265948129	421531970
265952057	306282650
265991641	297218768
266188742	566022740
266218961	316486562
266423960	543243146
266641850	558787892
266813434	500556236
267037120	230115884
267178090	358521008
267198092	508388090
267235117	240040670
267387532	341136248
267397150	470886440
267498728	550181588
267997550	143080268
268148060	353267888
268205947	571908560
268493470	595642118
268592347	413282120
268729351	153681476
269173328	160039364
269355670	465651860
269422907	346062596
270048965	449862782
270283255	617001908
270530653	143268944
271173001	142109492
271538921	410790074
271807334	459295880
271830992	500544626
271902262	538232126
272174870	253542758
272312353	147349436
272381126	243734594
272402632	397095476
272406737	274761662
272419030	528894842
272926625	431997908
273423656	599719946
273427682	507799760
273635560	405874994
273673973	548354048
274077577	341303180
274093370	609335168
274189843	259777724
274428613	376321262
274909142	558136004
275334914	381457490
275345969	266571662
275385427	504452642
275399746	610352078
275537608	389741126
275634997	281821316
275809042	311463860
276117104	543595802
276148280	533236190
276220423	515446088
276518002	626293544
276593942	318077402
276850049	311800100
277292236	561547976
277368412	381263936
277486052	449438126
278039243	471455420
278067745	213967976
278091431	610007666
278430595	367485926
278493062	164191334
278736340	142369682
278741884	574581056
279470081	556899638
279619804	401721818
279667235	166597358
279670523	176177912
279716407	205255868
279852809	344317064
279922832	286559780
279944821	426577100
280176401	196947644
280675600	359803202
280768706	195415268
280854512	236553152
280875233	315143636
280906747	327884018
281961062	164970356
282203785	400515008
282369914	486039092
282589018	580101278
282901393	390852950
282995761	518661554
283227983	282348914
283634683	246270506
283789369	226402790
283939171	246843374
284054923	501496844
284593487	463436564
284818922	255826004
284827124	477678830
285022868	349956266
285108739	431700944
285441472	551749496
285712043	614322374
285714553	491009990
286036658	211042922
286075322	341003318
286891570	319089416
286926842	452221988
286969405	424516946
287022133	382002890
287048365	387323852
287162173	525835274
287176382	328825382
287375440	553348058
287397215	274866530
287450003	292882406
287526020	351775922
287571514	535114274
287912804	152867264
288237197	558471020
288414173	190107302
288556013	327488162
288778222	633289100
288831550	564054314
288934256	164828192
289189532	307878638
289225018	551750036
289388582	425068358
289429562	428753660
289816513	535261046
290342060	531973976
290398340	411275390
290750398	430998080
290857117	195791144
290955835	371731190
290971238	405150206
290979196	171391334
291000361	337806788
291120493	421138454
291198013	492848834
291353632	292741520
291380152	634000982
291904627	394405808
291911051	322962818
292049677	520283732
292073590	584484548
292420603	455636930
292555091	368095532
292839403	554138042
292915358	214994120
293128558	313762082
293324519	482182844
293414138	230678798
293458790	431701520
293492039	189278798
293839220	187015388
294032659	309087536
294107485	492048968
294195062	479014340
294271291	427150976
294419321	360834026
294450346	484443734
294588715	398254910
294899453	531661388
295030339	182422382
295073254	461254874
295118167	307342760
295418014	191825042
295639325	151664414
295777049	268858742
295865810	577091822
296037352	434145182
296203253	159984986
296486728	377539862
296502853	534952310
296623942	458843738
296835178	190721714
296853367	217881788
297113588	151866428
297210041	511732112
297615487	560449796
297726841	482010296
297745817	451167044
297907633	269782394
298071206	510179738
298253506	563333288
298511639	247695422
299032775	393789560
299350271	244215572
299536213	388852646
299767366	626082836
300034063	230645822
300058514	595023980
300104335	193385984
300322936	539242592
300656437	376340342
300779767	250407140
300861613	211975880
300961108	436709750
301173251	280862708
301175692	469466834
301203929	592716272
301211515	317537672
301237459	233414510
301360285	293081846
301389065	640799330
301467116	389647634
301478528	623406218
301554187	474839114
301575686	564710702
301686706	457241774
301895684	551148386
302254816	519140642
302265757	278432762
302278771	206750966
302311058	644332964
302360726	474211022
302435009	354264980
302539769	492758798
303689485	541100318
303763286	258909710
303895153	244097114
304124671	290246162
304506490	308690960
305049827	235505750
305318174	446959166
305585314	518311220
305636257	542971382
305986301	209213510
306290701	431349728
306423601	252446288
306533842	623882282
306661358	387803156
306800096	502292300
306948944	246471062
306952546	242450906
307025006	579996104
307059118	447746144
307717903	494545136
307756148	415166756
307840700	241087496
307869796	258348686
307900682	353204258
308024156	242097278
308045386	296983868
308075857	486209714
308103905	432283676
308112287	373290062
308488970	586751594
308894243	269715650
308942087	292031366
308968706	388068728
309400339	240792080
309404896	423031154
309479371	187448090
309883337	627437750
309958487	393364670
310054991	345270002
310069552	588231392
310351379	424134032
310444273	538383110
310709374	532408532
310712623	235666760
310763732	349729646
311247946	637820924
311485322	274721810
311556103	385472930
311670350	380244434
311790835	569903864
312031829	163571882
312092909	623083442
312174887	366486008
312581996	257166320
312582188	195561068
313339153	630703652
313977617	587260814
314253782	502563380
314336998	466251890
314338372	556240298
314379980	565217312
314590219	398057072
314733446	478154876
314794420	179603690
314946079	363478316
315007901	159420326
315155491	235915340
315282691	570961904
315746219	179521142
315830660	506097518
316101803	541827842
316311968	217035104
316426825	560538554
316541249	256414208
316900787	554236862
316973288	244289696
317074322	376688678
317117965	489357410
317294888	225350474
317310151	562475156
317346736	308485220
317358413	518242622
317464534	527729216
317488249	219000506
317665495	333653468
317816540	319889606
318171319	621090104
318307678	311584082
318631727	626327150
318681773	188535902
318696709	346193492
318712163	430315358
